IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2009,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2008,FALSE,,,,,,,,,,,,,1,,,,,,1,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2007,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2006,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2005,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2004,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2003,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2002,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2001,FALSE,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,2000,FALSE,,,,,,,,,,,,,1,,,,,,1,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1999,FALSE,,,,,,,,,,,,,12,,,,,,12,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1998,FALSE,,,,,,,,,,,,,10,,,,,,10,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1997,FALSE,,,,,,,,,,,,,95,,,,,,95,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1996,FALSE,,,,,,,,,,,,,105,,,,,,105,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1995,FALSE,,,,,,,,,,,,,353,,,,,,353,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1994,FALSE,,,,,,,,,,,,,670,,,,,,670,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1993,FALSE,,,,,,,,,,,,,1730,,,,,,"1,730",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1992,FALSE,,,,,,,,,,,,,22605,,,,,,"22,605",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1991,FALSE,,,,,,,,,,,,,1014,,,,,,"1,014",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1990,FALSE,,,,,,,,,,,,,737,,,,,,737,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1989,FALSE,,,,,,,,,,,,,1145,,,,,,"1,145",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1988,FALSE,,,,,,,,,,,,,5785,,,,,,"5,785",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1987,FALSE,,,,,,,,,,,,,6240,,,,,,"6,240",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1986,FALSE,,,,,,,,,,,,,6099,,,,,,"6,099",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1985,FALSE,,,,,,,,,,,,,9393,,,,,,"9,393",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1984,FALSE,,,,,,,,,,,,,13039,,,,,,"13,039",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1983,FALSE,,,,,,,,,,,,,7619,,,,,,"7,619",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1982,FALSE,,,,,,,,,,,,,12708,,,,,,"12,708",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1981,FALSE,,,,,,,,,,,,,10071,,,,,,"10,071",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1980,FALSE,,,,,,,,,,,,,19246,,,,,,"19,246",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1979,FALSE,,,,,,,,,,,,,13345,,,,,,"13,345",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1978,FALSE,,,,,,,,,,,,,3386,,,,,,"3,386",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1977,FALSE,,,,,,,,,,,,,8827,,,,,,"8,827",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1976,FALSE,,,,,,,,,,,,,9761,,,,,,"9,761",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1975,FALSE,,,,,,,,,,,,,6749,,,,,,"6,749",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1974,FALSE,,,,,,,,,,,,,7687,,,,,,"7,687",,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1973,FALSE,,,,,,,,,,,,,15140,,,,,,15140,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1972,FALSE,,,,,,,,,,,,,9292,,,,,,9292,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1971,FALSE,,,,,,,,,,,,,3977,,,,,,3977,,,EN,2021-07-13T05:00:00.000Z
WHS3_62,Measles - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1970,FALSE,,,,,,,,,,,,,28780,,,,,,28780,,,EN,2021-07-13T05:00:00.000Z
