IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1984,FALSE,,,,,,,,,,,,,127,,,,,,127,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1983,FALSE,,,,,,,,,,,,,121,,,,,,121,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1982,FALSE,,,,,,,,,,,,,189,,,,,,189,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1981,FALSE,,,,,,,,,,,,,160,,,,,,160,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1980,FALSE,,,,,,,,,,,,,185,,,,,,185,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1979,FALSE,,,,,,,,,,,,,119,,,,,,119,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1978,FALSE,,,,,,,,,,,,,134,,,,,,134,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1977,FALSE,,,,,,,,,,,,,180,,,,,,180,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1976,FALSE,,,,,,,,,,,,,113,,,,,,113,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1975,FALSE,,,,,,,,,,,,,161,,,,,,161,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1974,FALSE,,,,,,,,,,,,,121,,,,,,121,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1973,FALSE,,,,,,,,,,,,,93,,,,,,93,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1972,FALSE,,,,,,,,,,,,,99,,,,,,99,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1971,FALSE,,,,,,,,,,,,,80,,,,,,80,,,EN,2021-07-13T05:00:00.000Z
WHS3_41,Diphtheria - number of reported cases,numeric,AMR,Americas,Country,PER,Peru,Year,1970,FALSE,,,,,,,,,,,,,53,,,,,,53,,,EN,2021-07-13T05:00:00.000Z
